,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
165,2,4,2,2,1,3,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,5,5
166,2,2,1,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,2
167,2,2,1,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,3
168,2,1,2,1,1,3,1,1,2,5,1,4,1,3,1,1,1,1,1,1,1,5,2
169,2,2,1,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2
170,2,1,3,4,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,5,1
171,2,2,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2
172,2,1,3,2,1,3,1,2,1,2,2,3,1,1,1,1,1,1,1,1,3,4,4
173,2,2,2,2,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2
174,2,4,2,2,1,3,1,1,2,4,1,4,1,3,1,1,1,1,1,1,2,1,2
175,2,2,2,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,2,3
176,2,2,2,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3
177,2,2,2,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,2
178,2,1,2,2,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,3
179,2,2,1,2,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,2
180,1,1,2,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,4,1
181,2,3,3,1,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,5,1
182,2,4,3,1,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1
183,2,1,1,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,3
184,2,4,2,1,1,2,1,1,2,4,1,4,1,3,1,1,1,1,1,1,1,1,5
185,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
186,2,2,1,3,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,3
187,2,4,3,4,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1
188,2,2,2,2,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,2
189,2,1,2,1,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,5,5
190,2,1,3,3,2,4,1,2,2,4,2,1,1,2,1,1,1,1,1,2,1,1,2
191,2,1,1,3,1,3,1,2,1,5,2,3,1,1,1,1,1,1,1,1,2,4,4
192,2,2,1,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,3
193,2,4,1,2,1,2,1,2,1,5,2,3,1,1,1,1,1,1,1,1,2,4,4
194,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3
195,2,4,3,4,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,5,1
196,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2
197,2,1,1,3,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,3
198,2,1,2,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,3
199,2,4,1,3,1,2,1,2,1,2,2,3,1,1,1,1,1,1,1,1,2,4,4
200,2,1,2,2,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,2
201,2,2,1,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2
202,2,1,1,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2
203,2,1,3,3,2,4,1,2,2,6,2,1,2,1,1,1,1,1,1,2,1,1,2
204,2,4,2,1,1,3,1,1,2,2,1,4,1,3,1,1,1,1,1,1,1,5,5
205,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1
206,2,2,1,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2
207,2,2,1,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3
208,2,2,2,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2
209,2,2,2,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,2,2
210,2,1,1,2,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2
211,2,2,1,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,2,3
212,2,1,3,2,1,2,1,2,1,2,2,3,1,1,1,1,1,1,1,1,2,4,4
213,2,1,3,4,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,5,1
214,2,4,2,2,1,2,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,1,2
215,2,2,1,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3
216,2,1,1,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2
217,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2
218,2,1,2,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,2
219,2,3,3,4,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,4,1
220,2,1,1,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,3
221,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
222,2,1,2,2,1,2,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,1,2
223,2,4,3,3,1,2,1,2,1,4,2,3,1,1,1,1,1,1,1,1,2,4,4
224,2,1,2,3,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,3
225,2,2,2,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2
226,2,1,1,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,2
227,2,1,1,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,2
228,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1
229,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2
230,2,1,3,4,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1
231,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,2,1,2,2,1,3,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,5,5
233,2,4,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1
234,2,2,1,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2
235,2,1,3,3,1,3,1,2,1,5,2,3,1,1,1,1,1,1,1,1,2,4,4
236,2,1,2,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2
237,2,2,2,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2
238,2,1,2,2,1,3,1,1,2,2,1,4,1,3,1,1,1,1,1,1,1,1,2
239,2,4,2,2,1,2,1,1,2,4,1,4,1,3,1,1,1,1,1,1,1,1,5
240,2,4,2,2,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,1,5,5
241,2,1,1,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2
242,2,1,1,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,2,3
243,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1
244,2,4,3,3,1,2,1,2,1,4,2,3,1,1,1,1,1,1,1,1,3,4,4
245,2,1,1,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,2
246,2,1,1,3,1,3,1,2,1,4,2,3,1,1,1,1,1,1,1,1,3,4,4
247,2,1,2,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3
248,2,4,2,2,1,3,1,1,2,5,1,4,1,3,1,1,1,1,1,1,1,5,5
249,2,1,1,1,2,4,1,2,2,4,2,1,2,1,1,1,1,1,1,2,1,1,2
250,2,4,2,2,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,5,2
251,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,2
252,2,3,3,1,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,4,1
253,2,2,2,2,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,3
254,2,2,1,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2
255,2,2,2,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3
256,2,4,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1
257,2,1,1,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,2,3
258,2,2,2,3,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2
259,2,2,2,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,3
260,2,4,2,1,1,3,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,1,2
261,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2
262,2,1,1,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2
263,2,1,2,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,3
264,2,4,3,3,1,3,1,2,1,5,2,3,1,1,1,1,1,1,1,1,3,4,4
265,2,4,3,4,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1
266,2,4,1,4,2,4,1,2,2,4,2,1,1,1,1,1,1,1,1,2,1,3,2
267,2,1,2,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,3
268,2,2,1,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3
269,1,4,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1
270,2,1,1,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3
271,1,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,1
272,2,1,2,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2
273,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3
274,2,4,2,2,1,2,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,1,5
275,2,1,2,1,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,1,5
276,2,4,2,1,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,5,2
277,2,1,2,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,2,3
278,2,4,3,1,2,4,1,2,2,6,2,1,1,1,1,1,1,1,1,2,1,1,2
279,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3
280,1,1,2,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,2
281,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,3
282,2,3,3,1,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,4,1
283,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3
284,2,2,2,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3
